SummaryOpenDTS,PV_NSC_Amb_Amb,PV_NSC_TC_Amb,PV_NSC_TC_ATC,PV_NSC_Amb_ATC
2020-12-04 18:50:00+00:00,64.77,64.589,64.589,64.77
2020-12-04 19:00:00+00:00,34.66,34.479,34.479,34.66
2020-12-04 19:10:00+00:00,24.5396,24.3586,24.3586,24.5396
2020-12-04 19:20:00+00:00,24.34,24.159,24.159,24.34
2020-12-04 19:30:00+00:00,24.49,24.309,24.309,24.49
2020-12-04 19:40:00+00:00,24.65,24.469,24.469,24.65
2020-12-04 19:50:00+00:00,24.65,24.469,24.469,24.65
2020-12-04 20:00:00+00:00,24.65,24.469,24.469,24.65
2020-12-04 20:10:00+00:00,24.65,24.469,24.469,24.65
2020-12-04 20:20:00+00:00,24.65,24.469,24.469,24.65
2020-12-04 20:30:00+00:00,24.64,24.459,24.459,24.64
2020-12-04 20:40:00+00:00,24.65,24.469,24.469,24.65
2020-12-04 20:50:00+00:00,24.98,24.799,24.799,24.98
2020-12-04 21:00:00+00:00,25.28,25.099,25.099,25.28
2020-12-04 21:10:00+00:00,25.23,25.049,25.049,25.23
2020-12-04 21:20:00+00:00,25.06,24.879,24.879,25.06
2020-12-04 21:30:00+00:00,25.17,24.989,24.989,25.17
2020-12-04 21:40:00+00:00,25.45,25.269,25.269,25.45
2020-12-04 21:50:00+00:00,25.15,24.969,24.969,25.15
2020-12-04 22:00:00+00:00,25.13,24.949,24.949,25.13
2020-12-04 22:10:00+00:00,25.03,24.849,24.849,25.03
2020-12-04 22:20:00+00:00,25.1,24.919,24.919,25.1
2020-12-04 22:30:00+00:00,25.66,25.479,25.479,25.66
2020-12-04 22:40:00+00:00,25.19,25.009,25.009,25.19
2020-12-04 22:50:00+00:00,25.66,25.479,25.479,25.66
